drop,optimizer,warmup_lr,activation,residual,batch_size,epochs,dense,latent_dim,reduce_lr,model,learning_rate,run_id,training_loss,validation_loss,runtime_hours,run_id,training_loss,validation_loss,runtime_hours
0.7692,adam,1,sigmoid,1,128,176,"[978, 978, 978]",32,0,ae,0.0017,360_2_239,0.015057348124682903,0.014537346760431925,0.027434479166666668,360_2_239,0.015057348124682903,0.014537346760431925,0.027434479166666668
0.6478,rmsprop,1,tanh,1,32,106,"[978, 978, 978, 978, 978]",8,1,ae,0.0663,360_3_299,0.20271133809177963,0.19840623557567597,0.06185300666666667,360_3_299,0.20271133809177963,0.19840623557567597,0.06185300666666667
0.3919,rmsprop,0,tanh,0,256,190,"[1800, 600]",128,0,vae,0.0248,360_4_328,12.719413822315357,12.56974629720052,0.018691081388888888,360_4_328,12.719413822315357,12.56974629720052,0.018691081388888888
0.6566,sgd,1,tanh,0,128,168,"[978, 978, 978]",8,1,ae,0.0974,360_5_343,0.02592918140468774,0.021098609268665313,0.019934208055555555,360_5_343,0.02592918140468774,0.021098609268665313,0.019934208055555555
0.8725,sgd,1,tanh,0,64,166,"[978, 978, 978]",32,0,vae,0.0082,360_2_206,nan,nan,0.035494301388888885,360_2_206,nan,nan,0.035494301388888885
0.1466,rmsprop,0,sigmoid,0,1024,147,"[978, 978, 978, 978]",8,1,vae,0.0445,360_5_171,1.0432176142119155e+25,5.046577233337127e+24,0.011266581666666668,360_5_171,1.0432176142119155e+25,5.046577233337127e+24,0.011266581666666668
0.2077,rmsprop,0,relu,0,1024,105,"[978, 978, 978, 978]",32,0,ae,0.0584,360_3_76,0.1969564308722814,0.19686347246170044,0.007758335,360_3_76,0.1969564308722814,0.19686347246170044,0.007758335
0.8038,rmsprop,0,sigmoid,0,64,140,"[978, 978, 978, 978, 978, 978]",32,1,vae,0.0162,360_4_61,0.6714508584693626,0.671308757464091,0.05517106083333333,360_4_61,0.6714508584693626,0.671308757464091,0.05517106083333333
0.5133,rmsprop,0,relu,0,1024,103,"[978, 978, 978, 978, 978, 978]",512,0,ae,0.0326,360_3_82,0.20282981466363978,0.2025083601474762,0.009765700277777777,360_3_82,0.20282981466363978,0.2025083601474762,0.009765700277777777
0.2722,adam,0,sigmoid,0,32,145,"[978, 978, 978, 978]",128,0,ae,0.0454,360_1_2,0.19200205864729705,0.19238554040590922,0.08061133194444445,360_1_2,0.19200205864729705,0.19238554040590922,0.08061133194444445
0.4461,rmsprop,0,tanh,0,1024,200,"[978, 978]",512,0,ae,0.0089,360_4_95,0.23253830980371545,0.23209244012832642,0.011598379166666667,360_4_95,0.23253830980371545,0.23209244012832642,0.011598379166666667
0.3276,sgd,0,relu,0,512,104,"[1800, 600]",32,1,vae,0.0212,360_1_231,0.6984450820640281,0.6938894391059875,0.007442953055555555,360_1_231,0.6984450820640281,0.6938894391059875,0.007442953055555555
0.4473,sgd,0,relu,0,1024,103,"[978, 978, 978, 978, 978, 978]",512,1,ae,0.09,360_3_252,0.026575123380731654,0.024963494390249252,0.009159348055555554,360_3_252,0.026575123380731654,0.024963494390249252,0.009159348055555554
0.2815,rmsprop,0,sigmoid,0,128,181,"[978, 978, 978, 978, 978]",512,0,vae,0.0248,360_4_125,1.578441456158956,1.8056612873077393,0.03921524611111111,360_4_125,1.578441456158956,1.8056612873077393,0.03921524611111111
0.1988,rmsprop,0,tanh,0,256,164,"[978, 978, 978, 978]",8,0,vae,0.0247,360_4_317,3.520845044116159e+31,7.342835902855045e+30,0.019483500277777777,360_4_317,3.520845044116159e+31,7.342835902855045e+30,0.019483500277777777
0.7935,rmsprop,1,tanh,1,256,146,"[978, 978]",128,0,ae,0.0203,360_5_185,0.19725325944247069,0.1966702010234197,0.012583791388888889,360_5_185,0.19725325944247069,0.1966702010234197,0.012583791388888889
0.6421,adam,0,sigmoid,0,1024,148,"[978, 978, 978, 978, 978, 978]",512,1,vae,0.0486,360_1_209,0.6714959545488711,0.6713097095489502,0.01512557388888889,360_1_209,0.6714959545488711,0.6713097095489502,0.01512557388888889
0.2561,adam,1,relu,0,1024,103,"[978, 978, 978, 978, 978, 978]",512,0,vae,0.0261,360_3_8,0.6714957707016557,0.6713282465934753,0.011415721944444443,360_3_8,0.6714957707016557,0.6713282465934753,0.011415721944444443
0.1831,rmsprop,0,relu,1,1024,144,"[978, 978, 978, 978]",8,0,vae,0.0218,360_5_149,nan,nan,0.011309581666666667,360_5_149,nan,nan,0.011309581666666667
0.0577,sgd,0,tanh,0,256,178,"[978, 978, 978, 978]",128,0,ae,0.0248,360_4_59,0.018916963004955538,0.01777355362971624,0.017530690277777778,360_4_59,0.018916963004955538,0.01777355362971624,0.017530690277777778
0.8039,rmsprop,0,sigmoid,0,128,154,"[978, 978, 978, 978, 978, 978]",32,0,ae,0.0441,360_4_310,0.014897670304333721,0.015052648646136126,0.03327187805555556,360_4_310,0.014897670304333721,0.015052648646136126,0.03327187805555556
0.188,rmsprop,0,tanh,0,256,145,"[978, 978, 978, 978]",8,1,vae,0.0901,360_5_182,2.7569443600266066,1.0499798838297527,0.017586986944444445,360_5_182,2.7569443600266066,1.0499798838297527,0.017586986944444445
0.8229,sgd,0,relu,1,1024,101,"[978, 978, 978, 978, 978, 978]",32,1,ae,0.0768,360_3_255,0.27290301274370266,0.24238699674606323,0.009546756666666666,360_3_255,0.27290301274370266,0.24238699674606323,0.009546756666666666
0.1458,adam,1,tanh,1,64,189,"[1800, 600]",128,0,vae,0.0215,360_4_122,18.89818170618128,18.195871429443358,0.04696416055555556,360_4_122,18.89818170618128,18.195871429443358,0.04696416055555556
0.4055,rmsprop,0,sigmoid,0,1024,145,"[978, 978]",512,0,vae,0.0248,360_4_92,1.07226968465028,1.0850841999053955,0.010278375,360_4_92,1.07226968465028,1.0850841999053955,0.010278375
0.6972,rmsprop,0,tanh,0,512,157,"[978, 978]",8,0,vae,0.0219,360_1_236,2.7758387826990196,4.267096996307373,0.011090672777777779,360_1_236,2.7758387826990196,4.267096996307373,0.011090672777777779
0.4748,adam,0,relu,1,1024,103,"[1800, 600]",128,0,vae,0.0766,360_3_85,nan,nan,0.006723646111111111,360_3_85,nan,nan,0.006723646111111111
0.4063,rmsprop,1,relu,0,128,188,"[978, 978, 978]",128,0,ae,0.0857,360_1_5,0.21100004090203178,0.20893046736717225,0.026480481944444443,360_1_5,0.21100004090203178,0.20893046736717225,0.026480481944444443
0.0511,rmsprop,0,tanh,0,256,197,"[978, 978, 978, 978, 978]",32,0,vae,0.0248,360_4_66,2221060282969256.5,1633459988119333.5,0.027458040555555556,360_4_66,2221060282969256.5,1633459988119333.5,0.027458040555555556
0.8874,sgd,1,relu,0,1024,100,"[978, 978, 978, 978, 978]",512,0,vae,0.03,360_3_71,nan,nan,0.008636601388888889,360_3_71,nan,nan,0.008636601388888889
0.887,sgd,1,tanh,0,512,169,"[978, 978, 978]",512,0,vae,0.0621,360_2_201,nan,nan,0.013994142777777779,360_2_201,nan,nan,0.013994142777777779
0.6353,sgd,1,tanh,1,64,169,"[978, 978, 978, 978, 978, 978]",8,1,ae,0.0414,360_5_176,0.023844371007548437,0.02326334613064925,0.0473771025,360_5_176,0.023844371007548437,0.02326334613064925,0.0473771025
0.1288,sgd,0,relu,1,256,140,"[978, 978, 978, 978]",2,0,vae,0.0059,360_5_344,0.7149695833524068,0.7085849189758301,0.015176555000000001,360_5_344,0.7149695833524068,0.7085849189758301,0.015176555000000001
0.4889,sgd,0,sigmoid,0,512,172,"[978, 978, 978, 978, 978, 978]",512,0,ae,0.0092,360_4_319,0.04326155126646713,0.030065882951021194,0.017623389722222223,360_4_319,0.04326155126646713,0.030065882951021194,0.017623389722222223
0.8056,sgd,0,tanh,1,32,101,"[978, 978, 978, 978, 978, 978]",2,1,vae,0.0325,360_3_78,nan,nan,0.05646612805555556,360_3_78,nan,nan,0.05646612805555556
0.7693,sgd,0,sigmoid,0,256,138,"[978, 978, 978]",32,0,vae,0.0082,360_2_208,0.8263036134507921,0.6883525967597961,0.013238658333333334,360_2_208,0.8263036134507921,0.6883525967597961,0.013238658333333334
0.1395,sgd,1,sigmoid,1,512,127,"[978, 978]",32,1,ae,0.0015,360_1_200,0.06906117823388841,0.06205493211746216,0.007984618611111112,360_1_200,0.06906117823388841,0.06205493211746216,0.007984618611111112
0.8055,sgd,0,relu,0,1024,101,"[978, 978, 978, 978]",32,0,vae,0.0341,360_3_1,nan,nan,0.007983865555555556,360_3_1,nan,nan,0.007983865555555556
0.4677,sgd,0,sigmoid,0,64,101,"[978, 978, 978, 978, 978, 978]",512,0,vae,0.0153,360_4_326,0.7215105168907731,0.6718036222457886,0.03172243472222222,360_4_326,0.7215105168907731,0.6718036222457886,0.03172243472222222
0.5444,rmsprop,0,relu,0,256,187,"[1800, 600]",128,1,ae,0.0248,360_4_114,0.20045536403302794,0.20024634520212808,0.017598521666666665,360_4_114,0.20045536403302794,0.20024634520212808,0.017598521666666665
0.8055,rmsprop,0,relu,0,1024,100,"[1800, 600]",128,0,vae,0.0772,360_3_263,nan,nan,0.007136260833333334,360_3_263,nan,nan,0.007136260833333334
0.2836,adam,0,tanh,1,128,169,"[978, 978, 978, 978, 978]",8,0,vae,0.0492,360_5_140,nan,nan,0.03733683972222222,360_5_140,nan,nan,0.03733683972222222
0.7691,sgd,1,sigmoid,0,256,109,"[1800, 600]",512,1,vae,0.0092,360_2_237,0.8956594944000245,0.6802126423517862,0.010063909444444444,360_2_237,0.8956594944000245,0.6802126423517862,0.010063909444444444
0.8353,sgd,1,relu,0,1024,103,"[978, 978]",128,0,ae,0.0576,360_3_297,0.025421469702764793,0.024920174852013588,0.005608008611111112,360_3_297,0.025421469702764793,0.024920174852013588,0.005608008611111112
0.6064,rmsprop,0,sigmoid,1,1024,153,"[978, 978, 978, 978]",32,0,vae,0.0248,360_4_50,nan,nan,0.012001873055555556,360_4_50,nan,nan,0.012001873055555556
0.041,rmsprop,0,relu,0,1024,103,"[978, 978]",2,0,vae,0.0828,360_3_47,nan,nan,0.0062494180555555555,360_3_47,nan,nan,0.0062494180555555555
0.019,adam,0,sigmoid,1,256,128,"[978, 978, 978, 978]",8,1,ae,0.0829,360_5_178,0.2537749354927628,0.25385121822357176,0.015993835,360_5_178,0.2537749354927628,0.25385121822357176,0.015993835
0.8049,rmsprop,0,tanh,1,64,138,"[978, 978, 978, 978, 978, 978]",128,1,ae,0.0427,360_4_68,0.27319837552529797,0.2552632530530294,0.05035498333333333,360_4_68,0.27319837552529797,0.2552632530530294,0.05035498333333333
0.3159,rmsprop,0,tanh,1,256,126,"[1800, 600]",2,1,vae,0.0322,360_1_238,4.409671711391873,3.5676489893595376,0.012723731388888888,360_1_238,4.409671711391873,3.5676489893595376,0.012723731388888888
0.8056,rmsprop,0,relu,0,1024,100,"[978, 978, 978, 978]",128,0,vae,0.0256,360_3_40,nan,nan,0.007754901111111111,360_3_40,nan,nan,0.007754901111111111
0.086,rmsprop,0,relu,0,1024,114,"[1800, 600]",2,0,ae,0.0248,360_4_57,0.1969452875631827,0.19697165489196777,0.007470192777777778,360_4_57,0.1969452875631827,0.19697165489196777,0.007470192777777778
0.3548,rmsprop,0,relu,1,1024,103,"[978, 978, 978, 978, 978, 978]",512,0,vae,0.0602,360_3_290,nan,nan,0.010521584444444445,360_3_290,nan,nan,0.010521584444444445
0.4029,rmsprop,1,tanh,0,256,103,"[978, 978, 978]",128,0,vae,0.0209,360_5_147,15.80715527287236,15.844695816040039,0.01120714888888889,360_5_147,15.80715527287236,15.844695816040039,0.01120714888888889
0.7693,rmsprop,0,relu,0,128,135,"[978, 978, 978]",512,0,vae,0.0065,360_2_230,0.6714742944858693,0.6713584629694621,0.02250409083333333,360_2_230,0.6714742944858693,0.6713584629694621,0.02250409083333333
0.0244,sgd,0,tanh,1,1024,189,"[978, 978]",32,0,vae,0.0248,360_4_113,0.7075710671919363,0.7040767669677734,0.012169970555555557,360_4_113,0.7075710671919363,0.7040767669677734,0.012169970555555557
0.3182,rmsprop,0,relu,0,1024,103,"[978, 978, 978, 978, 978]",128,0,vae,0.0255,360_3_264,nan,nan,0.009048743055555555,360_3_264,nan,nan,0.009048743055555555
0.1544,sgd,1,tanh,0,1024,146,"[978, 978, 978, 978]",128,0,ae,0.0248,360_4_321,0.025754313769715802,0.023048045113682747,0.011043733333333333,360_4_321,0.025754313769715802,0.023048045113682747,0.011043733333333333
0.1069,rmsprop,0,tanh,1,128,116,"[1800, 600]",128,0,vae,0.0095,360_3_6,990.5413685848094,5.2809967549641925,0.016961040555555553,360_3_6,990.5413685848094,5.2809967549641925,0.016961040555555553
0.4172,sgd,1,tanh,0,256,176,"[978, 978, 978, 978, 978, 978]",128,0,vae,0.017,360_1_207,0.7758982899453905,0.7009066541989645,0.023633992222222223,360_1_207,0.7758982899453905,0.7009066541989645,0.023633992222222223
0.6739,sgd,0,tanh,0,32,134,"[978, 978, 978, 978]",128,0,ae,0.0932,360_1_147,0.052258923671863695,0.030274767378966012,0.05053842722222222,360_1_147,0.052258923671863695,0.030274767378966012,0.05053842722222222
0.8476,sgd,0,relu,1,256,144,"[978, 978, 978]",512,0,vae,0.0093,360_2_14,nan,nan,0.01445332611111111,360_2_14,nan,nan,0.01445332611111111
0.7677,sgd,1,sigmoid,1,256,177,"[978, 978, 978]",32,1,ae,0.0958,360_2_184,0.1975505698830993,0.0735945067803065,0.015387597777777779,360_2_184,0.1975505698830993,0.0735945067803065,0.015387597777777779
0.8036,sgd,0,sigmoid,0,1024,100,"[978, 978, 978, 978, 978, 978]",512,0,vae,0.0484,360_3_316,1.0262430989300764,0.6884490251541138,0.009415770833333333,360_3_316,1.0262430989300764,0.6884490251541138,0.009415770833333333
0.2668,rmsprop,1,relu,0,1024,103,"[1800, 600]",2,0,ae,0.0726,360_3_124,0.014658996447644852,0.01459450088441372,0.006262148611111112,360_3_124,0.014658996447644852,0.01459450088441372,0.006262148611111112
0.1406,sgd,0,relu,1,32,180,"[978, 978, 978, 978]",512,1,vae,0.0248,360_4_253,nan,nan,0.08210702444444444,360_4_253,nan,nan,0.08210702444444444
0.8621,sgd,1,tanh,0,128,135,"[978, 978, 978]",32,0,vae,0.0945,360_2_170,nan,nan,0.018157295833333333,360_2_170,nan,nan,0.018157295833333333
0.467,sgd,0,sigmoid,1,1024,157,"[978, 978]",2,1,ae,0.0745,360_1_33,0.06310765776369306,0.018147984519600868,0.008365586944444444,360_1_33,0.06310765776369306,0.018147984519600868,0.008365586944444444
0.7872,rmsprop,0,tanh,1,256,104,"[978, 978]",128,0,vae,0.0202,360_5_207,nan,nan,0.009643703333333333,360_5_207,nan,nan,0.009643703333333333
0.7692,sgd,1,tanh,0,128,144,"[978, 978, 978]",512,0,vae,0.0088,360_2_342,1.1292848636485913,0.7134478290875753,0.020396707777777776,360_2_342,1.1292848636485913,0.7134478290875753,0.020396707777777776
0.4222,adam,1,relu,1,1024,103,"[978, 978, 978, 978]",512,0,vae,0.0606,360_3_329,nan,nan,0.008964588055555556,360_3_329,nan,nan,0.008964588055555556
0.2425,rmsprop,0,relu,1,256,175,"[978, 978, 978, 978, 978, 978]",2,0,ae,0.0097,360_1_178,0.014577961213610791,0.014521517232060433,0.02540547888888889,360_1_178,0.014577961213610791,0.014521517232060433,0.02540547888888889
0.8045,rmsprop,0,sigmoid,1,512,115,"[978, 978, 978, 978, 978, 978]",8,1,vae,0.0402,360_4_298,nan,nan,0.013752776944444444,360_4_298,nan,nan,0.013752776944444444
0.5856,rmsprop,0,relu,0,256,136,"[978, 978, 978]",8,1,vae,0.0213,360_5_238,nan,nan,0.014287010555555556,360_5_238,nan,nan,0.014287010555555556
0.7692,rmsprop,0,tanh,0,32,153,"[978, 978, 978, 978, 978]",32,0,vae,0.0017,360_2_345,0.8593901185636167,0.7448909290631612,0.09751402527777778,360_2_345,0.8593901185636167,0.7448909290631612,0.09751402527777778
0.7748,rmsprop,1,tanh,1,128,148,"[978, 978, 978]",512,0,ae,0.0085,360_2_177,0.19734099392537718,0.19616426150004068,0.02156237388888889,360_2_177,0.19734099392537718,0.19616426150004068,0.02156237388888889
0.8992,adam,0,tanh,0,128,169,"[1800, 600]",8,0,ae,0.0847,360_5_200,0.19813757750723096,0.19796856999397278,0.024023344166666665,360_5_200,0.19813757750723096,0.19796856999397278,0.024023344166666665
0.3326,adam,0,sigmoid,1,256,142,"[978, 978]",128,0,vae,0.0819,360_1_34,nan,nan,0.013752365277777779,360_1_34,nan,nan,0.013752365277777779
0.226,rmsprop,0,relu,0,1024,103,"[978, 978, 978, 978]",512,0,ae,0.0998,360_3_123,0.197259620891677,0.19705036282539368,0.00863568,360_3_123,0.197259620891677,0.19705036282539368,0.00863568
0.8053,rmsprop,0,tanh,0,128,100,"[978, 978, 978, 978, 978, 978]",32,0,ae,0.069,360_4_254,0.1978893116006145,0.19721630056699116,0.021789154999999998,360_4_254,0.1978893116006145,0.19721630056699116,0.021789154999999998
0.7694,sgd,0,relu,0,128,127,"[978, 978, 978]",512,0,vae,0.0075,360_2_183,0.7998405974882621,0.6923274286588033,0.0179183575,360_2_183,0.7998405974882621,0.6923274286588033,0.0179183575
0.664,adam,1,relu,1,1024,103,"[978, 978]",32,0,vae,0.0338,360_3_311,nan,nan,0.0066008644444444445,360_3_311,nan,nan,0.0066008644444444445
0.6293,rmsprop,1,sigmoid,1,256,151,"[978, 978, 978]",8,1,ae,0.0677,360_1_140,0.014588937900132604,0.014527396162350973,0.014915735833333334,360_1_140,0.014588937900132604,0.014527396162350973,0.014915735833333334
0.8969,sgd,1,tanh,0,512,172,"[978, 978, 978]",2,1,vae,0.0084,360_2_13,1.1682959583070542,0.6986696720123291,0.013356292777777777,360_2_13,1.1682959583070542,0.6986696720123291,0.013356292777777777
0.7692,sgd,0,tanh,0,512,183,"[978, 978, 978]",32,0,vae,0.0087,360_2_148,0.958816930188073,0.7049547433853149,0.013929222777777778,360_2_148,0.958816930188073,0.7049547433853149,0.013929222777777778
0.8039,adam,0,relu,0,128,105,"[978, 978, 978, 978, 978, 978]",512,0,ae,0.0727,360_4_296,0.24626370112101237,0.2438476304213206,0.026391713611111114,360_4_296,0.24626370112101237,0.2438476304213206,0.026391713611111114
0.2597,rmsprop,0,tanh,1,256,184,"[978, 978, 978, 978]",8,0,vae,0.0129,360_5_236,34099.915362605345,1.790046968460083,0.023026536944444443,360_5_236,34099.915362605345,1.790046968460083,0.023026536944444443
0.8864,sgd,0,relu,0,128,125,"[978, 978, 978]",512,0,ae,0.0235,360_2_141,0.02480697501588751,0.024803548206885656,0.015435905555555556,360_2_141,0.02480697501588751,0.024803548206885656,0.015435905555555556
0.5309,sgd,1,relu,0,32,182,"[978, 978, 978, 978]",2,0,vae,0.0587,360_1_182,0.674496289535805,0.672336236635844,0.07902173416666668,360_1_182,0.674496289535805,0.672336236635844,0.07902173416666668
0.3954,adam,0,tanh,0,32,169,"[978, 978, 978, 978, 978]",8,1,vae,0.077,360_5_32,9.191702743812844,3.6840534273783367,0.12179452194444444,360_5_32,9.191702743812844,3.6840534273783367,0.12179452194444444
0.1765,sgd,0,sigmoid,0,32,179,"[978, 978]",128,0,ae,0.0191,360_1_344,0.01735644180741575,0.014543467002610366,0.04676909694444445,360_1_344,0.01735644180741575,0.014543467002610366,0.04676909694444445
0.2297,sgd,1,relu,1,256,125,"[978, 978]",8,0,vae,0.0545,360_1_176,0.6916126169098749,0.6877213795979817,0.0104049475,360_1_176,0.6916126169098749,0.6877213795979817,0.0104049475
0.7689,sgd,1,tanh,0,128,193,"[978, 978, 978]",512,0,vae,0.0045,360_2_25,1.1548133779455114,0.714147314230601,0.027308681944444444,360_2_25,1.1548133779455114,0.714147314230601,0.027308681944444444
0.1424,adam,1,sigmoid,0,128,148,"[978, 978, 978, 978, 978]",512,1,vae,0.0248,360_4_262,0.6714875938274242,0.6713130696614583,0.035601682777777775,360_4_262,0.6714875938274242,0.6713130696614583,0.035601682777777775
0.2472,rmsprop,0,relu,0,1024,103,"[978, 978, 978, 978]",128,0,vae,0.02,360_3_115,nan,nan,0.007972159722222222,360_3_115,nan,nan,0.007972159722222222
0.8736,adam,1,relu,1,1024,101,"[978, 978, 978, 978, 978, 978]",128,0,vae,0.0611,360_3_327,nan,nan,0.010446274722222221,360_3_327,nan,nan,0.010446274722222221
0.2558,rmsprop,1,tanh,0,256,199,"[978, 978, 978, 978]",8,0,vae,0.0557,360_5_209,11.50449077323631,11.97445063273112,0.023875231111111114,360_5_209,11.50449077323631,11.97445063273112,0.023875231111111114
0.5206,rmsprop,0,relu,0,1024,103,"[978, 978]",512,0,vae,0.0996,360_3_318,nan,nan,0.006656239722222222,360_3_318,nan,nan,0.006656239722222222
0.2909,rmsprop,1,relu,1,512,108,"[978, 978, 978, 978, 978]",512,0,vae,0.0413,360_1_149,nan,nan,0.012290480555555556,360_1_149,nan,nan,0.012290480555555556
0.7873,adam,0,relu,0,1024,101,"[978, 978, 978]",32,0,vae,0.0343,360_3_320,nan,nan,0.007256328333333333,360_3_320,nan,nan,0.007256328333333333
0.1247,rmsprop,0,relu,1,1024,118,"[1800, 600]",32,0,vae,0.0248,360_4_265,nan,nan,0.007494409722222222,360_4_265,nan,nan,0.007494409722222222
0.8869,rmsprop,0,relu,1,1024,101,"[1800, 600]",32,0,vae,0.0226,360_3_112,nan,nan,0.006518011666666667,360_3_112,nan,nan,0.006518011666666667
0.3799,adam,1,relu,1,32,147,"[978, 978, 978, 978, 978, 978]",512,1,vae,0.0247,360_1_171,nan,nan,0.12722118027777776,360_1_171,nan,nan,0.12722118027777776
0.7694,rmsprop,0,tanh,1,1024,181,"[978, 978, 978]",2,0,vae,0.0031,360_2_22,0.7394080039306923,0.7278373837471008,0.01225400888888889,360_2_22,0.7394080039306923,0.7278373837471008,0.01225400888888889
0.4844,adam,0,tanh,0,32,166,"[978, 978, 978, 978, 978, 978]",8,1,ae,0.0563,360_5_35,0.20576339187445464,0.20543942789236705,0.12581653194444445,360_5_35,0.20576339187445464,0.20543942789236705,0.12581653194444445
0.347,adam,0,relu,0,64,148,"[978, 978, 978, 978]",8,1,ae,0.0308,360_1_343,0.014566597593603311,0.014528451412916183,0.04525079222222222,360_1_343,0.014566597593603311,0.014528451412916183,0.04525079222222222
0.6762,rmsprop,1,tanh,1,1024,118,"[978, 978]",8,0,ae,0.0672,360_1_185,0.19700302753183577,0.1968085765838623,0.006757037222222223,360_1_185,0.19700302753183577,0.1968085765838623,0.006757037222222223
0.6584,rmsprop,0,tanh,1,256,115,"[1800, 600]",128,0,vae,0.0221,360_5_231,11.73124102557147,11.890710474650065,0.011368650555555556,360_5_231,11.73124102557147,11.890710474650065,0.011368650555555556
0.7684,sgd,0,sigmoid,1,512,127,"[978, 978, 978]",8,0,vae,0.0092,360_2_146,4.6974018695808586e+24,4.866451118525629e+24,0.009981086944444445,360_2_146,4.6974018695808586e+24,4.866451118525629e+24,0.009981086944444445
0.8039,rmsprop,0,tanh,0,64,189,"[978, 978, 978, 978, 978, 978]",512,1,vae,0.0444,360_4_291,29934.425246582032,5.19595994313558,0.07696972583333332,360_4_291,29934.425246582032,5.19595994313558,0.07696972583333332
0.8111,rmsprop,0,relu,0,256,139,"[978, 978, 978]",2,0,vae,0.0086,360_2_179,0.6717670616397151,0.6713455231984456,0.014504698055555555,360_2_179,0.6717670616397151,0.6713455231984456,0.014504698055555555
0.8557,sgd,0,tanh,0,64,174,"[978, 978, 978]",128,0,vae,0.0086,360_2_49,nan,nan,0.037097613333333335,360_2_49,nan,nan,0.037097613333333335
0.4715,rmsprop,0,sigmoid,1,256,174,"[978, 978, 978, 978]",128,1,vae,0.003,360_1_328,0.6732096987300449,0.6717517805099488,0.021565818055555554,360_1_328,0.6732096987300449,0.6717517805099488,0.021565818055555554
0.0309,adam,0,relu,0,1024,103,"[1800, 600]",128,0,vae,0.0583,360_3_179,nan,nan,0.006872366944444445,360_3_179,nan,nan,0.006872366944444445
0.4259,rmsprop,0,relu,0,1024,103,"[978, 978, 978, 978, 978, 978]",128,0,vae,0.077,360_3_146,nan,nan,0.009978195555555555,360_3_146,nan,nan,0.009978195555555555
0.2404,adam,0,tanh,0,256,150,"[978, 978]",2,0,ae,0.0248,360_4_231,0.2121918628833912,0.2121649658679962,0.013299620000000002,360_4_231,0.2121918628833912,0.2121649658679962,0.013299620000000002
0.6514,adam,0,tanh,1,128,167,"[978, 978, 978, 978, 978]",8,0,vae,0.0828,360_5_291,nan,nan,0.038855855,360_5_291,nan,nan,0.038855855
0.658,rmsprop,0,relu,1,128,162,"[978, 978]",8,1,ae,0.0539,360_1_317,0.014565882398574441,0.014527551531791687,0.018507655833333334,360_1_317,0.014565882398574441,0.014527551531791687,0.018507655833333334
0.5472,adam,1,tanh,0,32,167,"[978, 978, 978, 978, 978]",8,0,vae,0.0647,360_5_61,nan,nan,0.12058270833333334,360_5_61,nan,nan,0.12058270833333334
0.779,sgd,0,relu,0,256,137,"[978, 978, 978]",2,1,vae,0.0094,360_2_76,0.7174912733501858,0.693301928838094,0.013201068055555557,360_2_76,0.7174912733501858,0.693301928838094,0.013201068055555557
0.8684,adam,1,sigmoid,1,128,149,"[978, 978, 978, 978, 978]",32,0,vae,0.083,360_1_125,nan,nan,0.03470939055555555,360_1_125,nan,nan,0.03470939055555555
0.4904,rmsprop,0,sigmoid,0,256,103,"[978, 978, 978]",128,0,ae,0.02,360_5_95,0.050272032072146734,0.047639743983745576,0.01013517,360_5_95,0.050272032072146734,0.047639743983745576,0.01013517
0.7695,sgd,0,sigmoid,0,256,137,"[978, 978, 978]",2,0,vae,0.0089,360_2_82,0.7829470787224946,0.6831978956858317,0.013145316944444445,360_2_82,0.7829470787224946,0.6831978956858317,0.013145316944444445
0.8647,sgd,0,relu,0,256,139,"[978, 978, 978]",2,0,vae,0.0086,360_2_320,nan,nan,0.01310891861111111,360_2_320,nan,nan,0.01310891861111111
0.7693,rmsprop,0,relu,0,128,156,"[978, 978, 978]",128,1,vae,0.0034,360_2_112,0.6716510467176084,0.6713495477040609,0.02444327972222222,360_2_112,0.6716510467176084,0.6713495477040609,0.02444327972222222
0.5873,sgd,1,relu,1,64,133,"[978, 978, 978]",2,1,ae,0.0713,360_1_51,0.024777832340311123,0.024769984011848767,0.024543248055555557,360_1_51,0.024777832340311123,0.024769984011848767,0.024543248055555557
2.7506e-06,rmsprop,1,relu,1,256,139,"[978, 978, 978, 978, 978, 978]",512,0,vae,0.0225,360_5_265,nan,nan,0.02273710777777778,360_5_265,nan,nan,0.02273710777777778
0.8598,sgd,0,tanh,1,128,100,"[978, 978, 978]",32,1,vae,0.0012,360_2_318,nan,nan,0.01335129861111111,360_2_318,nan,nan,0.01335129861111111
0.819,adam,1,tanh,1,64,180,"[978, 978, 978, 978]",8,0,ae,0.0661,360_1_69,0.26290216993402554,0.19770148555437725,0.053472751388888885,360_1_69,0.26290216993402554,0.19770148555437725,0.053472751388888885
0.1947,sgd,1,tanh,1,128,108,"[978, 978, 978, 978, 978]",2,0,vae,0.0247,360_4_209,nan,nan,0.018644466944444445,360_4_209,nan,nan,0.018644466944444445
0.5122,rmsprop,0,tanh,1,256,105,"[978, 978]",128,1,vae,0.0205,360_5_59,6.486927765157907e+26,4.558982132441877e+20,0.00977197111111111,360_5_59,6.486927765157907e+26,4.558982132441877e+20,0.00977197111111111
0.7692,sgd,1,relu,0,256,191,"[978, 978, 978]",512,0,vae,0.0016,360_2_115,1.021182045759978,0.6931636333465576,0.019478619166666666,360_2_115,1.021182045759978,0.6931636333465576,0.019478619166666666
0.2595,rmsprop,0,tanh,0,256,138,"[978, 978, 978, 978]",8,1,vae,0.0345,360_5_262,1.1986771053738063,0.7091436425844828,0.016982155833333335,360_5_262,1.1986771053738063,0.7091436425844828,0.016982155833333335
